Age,Gender,EmploymentYears,HomeOwnership,MaritalStatus,AnnualIncome,LoanAmount,LoanTermMonths,CreditScore,NumCreditCards,DebtToIncomeRatio,PreviousDefaults,Default
42,Female,21,Mortgage,Married,679734,323951,24,699,4,0.48,0,1
57,Female,34,Rent,Single,774398,171169,48,789,1,0.22,0,0
28,Female,1,Rent,Single,516397,186001,24,614,3,0.36,0,0
68,Female,45,Rent,Married,1428184,447817,24,692,4,0.31,0,0
53,Male,32,Mortgage,Single,937128,474927,60,723,2,0.51,0,0
58,Female,30,Rent,Divorced,760235,189681,48,734,3,0.25,0,0
63,Female,36,Own,Single,965023,522933,36,820,4,0.54,0,0
36,Male,8,Own,Married,579049,267357,36,676,2,0.46,0,0
25,Male,0,Mortgage,Married,433103,111030,36,622,3,0.26,0,0
36,Female,11,Own,Married,493347,247433,12,655,6,0.5,0,1
27,Male,5,Rent,Single,469910,344829,36,628,9,0.73,0,0
21,Male,0,Rent,Divorced,464661,238190,48,599,2,0.51,0,0
29,Female,4,Rent,Single,444540,132287,36,680,6,0.3,0,0
38,Male,12,Mortgage,Married,718496,415145,12,682,2,0.58,0,1
65,Female,42,Rent,Single,1018005,812333,36,787,1,0.8,0,1
67,Male,39,Own,Married,933344,193806,36,702,6,0.21,0,0
23,Male,0,Mortgage,Single,243018,180845,48,659,3,0.74,1,0
44,Female,18,Rent,Single,763559,360711,60,624,2,0.47,0,1
48,Male,21,Own,Married,657963,456801,36,681,3,0.69,1,1
30,Female,4,Mortgage,Married,344367,70365,36,578,3,0.2,0,0
29,Female,7,Mortgage,Single,248894,142383,24,693,4,0.57,0,0
33,Male,10,Rent,Single,552503,119923,36,642,4,0.22,0,0
68,Female,45,Mortgage,Single,1177932,899742,36,718,1,0.76,0,0
55,Female,31,Own,Single,909628,313248,60,713,2,0.34,1,0
43,Female,22,Own,Single,674016,467745,36,745,2,0.69,0,0
67,Female,41,Own,Married,1171375,348818,60,750,2,0.3,0,0
37,Male,15,Mortgage,Married,691914,390274,12,714,2,0.56,0,0
66,Male,45,Rent,Divorced,772638,401448,24,815,2,0.52,0,0
27,Female,5,Mortgage,Single,507964,263107,36,635,2,0.52,0,0
36,Female,9,Rent,Divorced,451939,91326,24,689,1,0.2,0,0
60,Male,36,Own,Married,784653,617889,36,695,5,0.79,1,0
56,Female,33,Rent,Married,1183858,492327,24,716,3,0.42,0,0
40,Male,19,Own,Married,449730,247650,36,641,5,0.55,0,1
44,Male,21,Own,Single,624097,416447,12,713,6,0.67,0,0
67,Female,39,Mortgage,Divorced,1018791,721627,12,722,6,0.71,0,0
25,Male,3,Rent,Married,150000,47303,24,696,3,0.32,0,0
65,Female,38,Rent,Married,943409,293813,36,749,3,0.31,0,1
26,Male,0,Own,Married,482125,269773,24,602,2,0.56,0,0
48,Male,26,Mortgage,Single,776981,569334,12,676,4,0.73,0,0
25,Male,0,Own,Married,354735,188369,24,634,5,0.53,2,0
69,Male,45,Mortgage,Married,1100138,631643,36,784,2,0.57,0,0
59,Male,37,Own,Married,1071229,486838,24,710,5,0.45,1,0
58,Female,34,Mortgage,Divorced,810929,362555,36,753,5,0.45,1,1
22,Male,0,Own,Married,323774,132426,24,645,1,0.41,0,0
63,Female,37,Rent,Single,1199636,437732,36,729,3,0.36,0,0
59,Male,36,Rent,Married,1109554,325910,48,678,6,0.29,0,0
41,Female,19,Mortgage,Married,698915,479281,60,659,2,0.69,1,1
60,Male,39,Mortgage,Married,957210,667968,24,694,2,0.7,0,0
57,Male,29,Own,Single,793396,421041,36,734,2,0.53,0,0
38,Female,13,Rent,Single,569465,350788,36,634,3,0.62,0,0
68,Female,45,Rent,Married,920904,582059,24,751,4,0.63,0,0
66,Male,39,Own,Married,716500,401579,12,699,6,0.56,0,0
32,Male,11,Rent,Married,649426,325394,24,679,8,0.5,2,0
37,Male,13,Rent,Married,498557,117080,36,668,3,0.23,1,1
57,Male,35,Mortgage,Single,613924,420076,12,754,3,0.68,3,1
66,Male,38,Rent,Married,1213659,639638,36,759,3,0.53,0,0
58,Male,35,Mortgage,Single,805097,528603,60,777,0,0.66,0,0
35,Female,8,Rent,Married,654707,217995,36,698,7,0.33,0,0
27,Female,5,Rent,Single,453645,128388,36,655,4,0.28,0,0
34,Male,9,Mortgage,Single,344598,236611,60,697,3,0.69,0,0
21,Female,0,Rent,Married,335913,103283,36,658,4,0.31,0,0
58,Male,33,Rent,Married,913012,286647,60,685,2,0.31,0,0
23,Male,0,Rent,Single,387921,214034,24,698,2,0.55,1,0
57,Female,36,Mortgage,Married,1015617,518724,48,718,6,0.51,0,0
64,Female,39,Own,Married,980801,321628,48,770,3,0.33,0,0
51,Female,26,Mortgage,Married,796331,166747,36,666,4,0.21,0,0
63,Female,37,Mortgage,Married,1083764,690706,48,683,3,0.64,0,1
33,Male,6,Rent,Single,574940,334692,12,663,3,0.58,0,0
68,Male,41,Rent,Divorced,1101738,403938,48,763,1,0.37,0,0
38,Female,15,Rent,Single,471585,136718,12,717,4,0.29,0,0
37,Male,11,Mortgage,Single,543160,359629,60,680,4,0.66,0,1
37,Male,13,Own,Married,742506,340676,36,706,3,0.46,0,0
31,Male,9,Mortgage,Single,529999,172035,48,712,3,0.32,0,0
40,Female,17,Rent,Single,474474,373538,12,733,4,0.79,2,0
30,Female,6,Own,Married,617033,232690,24,719,5,0.38,0,0
49,Male,28,Rent,Single,620520,473879,12,711,2,0.76,0,1
68,Female,45,Mortgage,Married,1099744,857866,36,709,1,0.78,0,0
54,Female,31,Rent,Married,931382,406299,12,728,5,0.44,0,0
37,Male,16,Mortgage,Married,636270,167978,24,686,1,0.26,0,0
62,Male,34,Rent,Single,1135834,529052,12,725,3,0.47,0,0
33,Female,8,Mortgage,Married,654475,335910,36,690,4,0.51,0,0
64,Male,43,Own,Married,1089837,814755,24,758,2,0.75,0,0
67,Female,45,Own,Married,1070264,506291,60,702,3,0.47,0,0
59,Female,38,Rent,Married,826423,386105,36,665,7,0.47,0,0
47,Male,20,Rent,Married,854395,176346,60,656,2,0.21,0,0
46,Female,23,Rent,Married,627357,270144,48,689,4,0.43,0,0
48,Male,21,Rent,Married,603673,478692,36,706,1,0.79,0,0
33,Male,5,Own,Married,402264,268016,24,608,3,0.67,1,1
32,Female,5,Rent,Divorced,411782,139752,24,600,4,0.34,0,0
64,Female,43,Own,Married,1161704,893440,60,827,4,0.77,0,0
48,Female,26,Rent,Married,739772,321780,24,721,2,0.43,1,0
22,Male,0,Mortgage,Single,369848,240415,36,703,0,0.65,0,0
57,Female,29,Mortgage,Married,761479,287163,60,719,4,0.38,0,0
54,Male,29,Mortgage,Married,772064,414666,48,750,3,0.54,0,0
43,Male,18,Own,Married,530185,410627,60,649,4,0.77,0,1
65,Male,41,Rent,Divorced,1212731,573879,12,699,4,0.47,0,0
49,Female,23,Own,Single,750221,586906,36,680,3,0.78,2,0
55,Male,31,Mortgage,Married,706679,223285,48,707,2,0.32,0,0
31,Male,9,Rent,Married,397711,124104,24,641,3,0.31,0,0
68,Male,44,Own,Married,1003800,510277,48,754,0,0.51,0,0
53,Female,28,Rent,Married,922518,618946,36,681,3,0.67,0,0
31,Male,4,Mortgage,Married,510413,328148,36,649,2,0.64,0,0
29,Female,2,Rent,Married,393593,305613,48,682,4,0.78,0,0
34,Male,8,Mortgage,Married,401746,129734,12,737,3,0.32,0,0
29,Female,4,Own,Divorced,275846,188609,24,662,1,0.68,0,0
59,Female,32,Rent,Married,972701,592926,36,735,2,0.61,0,0
68,Male,44,Mortgage,Married,1074670,484472,60,759,5,0.45,0,0
23,Male,2,Rent,Married,464921,318144,60,728,2,0.68,0,0
49,Male,24,Mortgage,Single,657710,345855,36,729,4,0.53,0,0
39,Female,12,Rent,Married,542421,396407,24,617,3,0.73,0,0
56,Male,32,Mortgage,Married,1140288,600860,36,701,2,0.53,1,0
52,Male,28,Mortgage,Divorced,1047532,806562,60,688,2,0.77,0,0
27,Male,0,Own,Married,510281,139593,12,559,4,0.27,0,0
48,Male,20,Own,Single,631148,190857,24,676,3,0.3,0,0
64,Female,37,Own,Single,1029489,629283,48,715,4,0.61,0,0
38,Male,16,Mortgage,Single,584904,326507,48,719,5,0.56,1,0
25,Female,3,Own,Married,321516,133487,36,573,5,0.42,0,0
43,Female,18,Mortgage,Married,745891,262230,36,717,0,0.35,0,0
42,Male,19,Rent,Married,652851,204532,12,691,5,0.31,0,0
46,Female,18,Mortgage,Single,570187,238009,60,740,3,0.42,1,0
62,Male,38,Rent,Married,902813,350360,36,774,0,0.39,0,0
32,Female,5,Rent,Married,552557,129147,24,649,1,0.23,0,0
60,Male,39,Rent,Divorced,805958,498286,36,718,3,0.62,0,0
39,Female,16,Rent,Single,692147,206877,24,600,1,0.3,0,0
67,Male,43,Mortgage,Married,956133,192711,36,769,2,0.2,0,0
21,Female,0,Rent,Married,256591,160172,24,655,4,0.62,0,0
23,Female,0,Mortgage,Single,385813,191258,36,693,0,0.5,2,0
47,Male,23,Own,Single,691711,275436,12,740,1,0.4,0,0
38,Male,15,Mortgage,Married,455273,355946,24,682,4,0.78,0,0
50,Female,28,Own,Married,801516,319704,12,735,5,0.4,0,0
22,Male,0,Rent,Married,527816,195131,36,653,1,0.37,0,0
25,Female,1,Rent,Married,644285,205788,36,643,4,0.32,0,0
49,Female,24,Mortgage,Married,962320,566904,48,700,3,0.59,0,1
53,Female,25,Own,Single,937851,286017,48,675,2,0.3,0,0
62,Male,39,Rent,Married,1039124,261336,48,714,3,0.25,0,0
40,Male,14,Rent,Married,646240,204510,48,720,6,0.32,0,0
50,Female,22,Mortgage,Married,936638,233615,12,731,6,0.25,0,0
62,Male,40,Mortgage,Single,1106498,263570,48,780,1,0.24,0,0
25,Male,4,Rent,Married,408393,187305,36,679,3,0.46,0,1
41,Male,14,Own,Married,550152,357018,60,663,3,0.65,0,0
35,Female,11,Rent,Married,494107,286967,36,774,2,0.58,0,0
40,Male,14,Mortgage,Single,719556,261865,24,720,4,0.36,0,0
28,Female,4,Rent,Divorced,485270,167000,48,742,2,0.34,0,1
69,Male,43,Mortgage,Single,1325083,515736,24,731,4,0.39,0,0
51,Male,26,Own,Married,636051,342941,48,697,1,0.54,0,0
32,Female,10,Mortgage,Married,372750,87811,48,646,2,0.24,0,0
41,Male,17,Mortgage,Married,770026,397206,36,671,2,0.52,0,0
50,Male,23,Rent,Married,753994,478588,36,744,4,0.63,0,0
47,Female,21,Rent,Married,856792,361142,24,746,4,0.42,0,0
64,Male,42,Rent,Single,1068191,732515,60,741,4,0.69,0,0
46,Male,19,Own,Married,684647,409701,36,676,0,0.6,0,0
53,Male,29,Rent,Single,635784,321649,48,685,1,0.51,0,0
46,Female,20,Mortgage,Married,861336,399066,24,730,4,0.46,1,0
46,Female,25,Rent,Single,856594,645852,36,723,2,0.75,1,0
56,Male,28,Rent,Married,740717,227502,36,739,2,0.31,0,0
60,Male,34,Rent,Married,700353,434313,60,751,2,0.62,0,0
21,Male,0,Own,Married,264349,158795,60,657,3,0.6,0,1
35,Male,14,Rent,Single,698272,200468,48,634,3,0.29,0,0
21,Male,0,Own,Single,350819,71425,12,630,3,0.2,0,0
31,Male,3,Rent,Single,390923,244058,36,637,7,0.62,0,0
22,Female,1,Mortgage,Married,393467,245344,36,608,2,0.62,1,0
21,Female,0,Rent,Married,492099,139516,60,735,3,0.28,0,0
51,Female,23,Rent,Married,913177,636317,48,708,5,0.7,0,0
64,Male,41,Own,Married,1138081,418946,24,730,3,0.37,0,1
36,Male,15,Rent,Married,674669,401988,12,696,4,0.6,1,0
42,Female,17,Mortgage,Married,431777,344287,60,667,2,0.8,0,0
62,Male,37,Own,Married,903985,409182,36,769,4,0.45,0,0
38,Female,12,Own,Married,683834,150437,36,669,3,0.22,0,0
67,Female,43,Mortgage,Married,1192415,871059,36,771,2,0.73,1,0
37,Male,11,Own,Single,578606,156221,60,667,5,0.27,0,0
50,Male,29,Rent,Married,1090998,712227,24,648,1,0.65,0,1
30,Male,3,Own,Single,572752,301197,36,639,6,0.53,0,0
55,Male,33,Mortgage,Married,743804,201747,24,762,4,0.27,0,0
41,Female,18,Rent,Single,605227,413488,24,648,1,0.68,0,0
36,Female,10,Mortgage,Married,391510,114858,48,662,3,0.29,0,0
26,Female,3,Mortgage,Single,486255,368868,48,718,3,0.76,0,0
23,Male,0,Rent,Single,405030,312071,48,737,5,0.77,0,0
61,Female,36,Rent,Married,1184709,610504,36,725,5,0.52,0,0
63,Female,38,Mortgage,Married,1108276,666955,24,714,4,0.6,0,1
41,Female,17,Rent,Single,582016,391196,24,745,4,0.67,0,0
33,Female,12,Mortgage,Married,621705,333894,12,650,0,0.54,0,0
38,Male,10,Own,Married,525818,310456,12,630,1,0.59,3,0
44,Male,19,Mortgage,Single,572687,118639,36,768,1,0.21,0,0
47,Male,24,Mortgage,Married,979496,466658,24,675,4,0.48,0,0
24,Male,0,Rent,Married,711158,196814,12,713,5,0.28,0,1
42,Female,17,Mortgage,Married,800189,303990,36,686,2,0.38,1,0
44,Male,18,Rent,Single,676273,386498,36,708,3,0.57,0,0
60,Male,39,Own,Married,995186,550537,60,690,2,0.55,0,0
65,Male,40,Mortgage,Single,1024228,276325,24,783,3,0.27,0,0
30,Female,4,Own,Married,633351,407008,36,654,6,0.64,1,0
22,Male,1,Own,Divorced,462868,344038,36,576,2,0.74,0,0
60,Male,36,Rent,Single,1154519,482150,36,751,0,0.42,0,0
26,Male,1,Rent,Married,324934,257873,60,610,4,0.79,0,0
68,Male,45,Mortgage,Single,1196135,561419,24,716,9,0.47,0,1
38,Female,12,Rent,Single,458568,214802,12,752,1,0.47,0,0
37,Male,11,Rent,Married,560149,248480,36,749,4,0.44,0,0
58,Male,37,Rent,Single,910536,666148,60,744,2,0.73,0,0
65,Female,39,Mortgage,Single,1337868,680276,60,756,3,0.51,2,0
43,Male,16,Rent,Divorced,603503,418623,24,663,2,0.69,0,0
66,Female,44,Own,Single,969515,702741,24,734,2,0.72,0,0
50,Female,26,Rent,Married,770831,404361,60,740,6,0.52,0,0
41,Female,16,Own,Married,724301,553111,48,672,1,0.76,0,1
30,Male,8,Mortgage,Divorced,421944,259046,48,660,2,0.61,0,0
63,Male,38,Own,Married,1089735,311856,48,701,3,0.29,0,0
33,Male,5,Own,Married,568783,281171,36,652,2,0.49,0,0
32,Male,9,Own,Married,630029,298765,48,570,1,0.47,0,0
29,Male,6,Own,Married,743090,577770,24,638,3,0.78,0,0
24,Male,3,Rent,Single,657140,189382,36,632,2,0.29,0,0
59,Male,37,Own,Single,932462,684805,36,680,2,0.73,0,0
44,Male,17,Mortgage,Married,597737,247432,12,575,4,0.41,0,0
54,Female,33,Mortgage,Single,857496,451580,12,650,0,0.53,0,0
59,Female,38,Rent,Single,1064612,534925,36,810,3,0.5,0,0
61,Male,34,Rent,Married,845744,673404,48,698,3,0.8,1,0
25,Female,4,Rent,Married,412339,228058,36,587,1,0.55,0,0
35,Female,12,Mortgage,Single,694561,478683,60,708,1,0.69,0,0
24,Male,0,Own,Single,276014,130476,48,638,2,0.47,2,1
59,Male,33,Own,Single,770392,366962,12,672,1,0.48,0,0
28,Male,7,Mortgage,Single,660452,200684,48,621,1,0.3,0,0
69,Female,42,Rent,Single,1297500,919124,60,743,3,0.71,0,0
65,Male,38,Rent,Married,1151466,653362,24,689,2,0.57,0,0
44,Female,18,Own,Single,660265,216096,36,667,2,0.33,0,0
48,Female,21,Own,Divorced,822263,254516,36,648,2,0.31,0,0
63,Female,37,Own,Single,991197,626854,48,737,5,0.63,1,0
47,Male,20,Mortgage,Single,759151,402081,12,696,4,0.53,0,0
21,Male,0,Own,Single,402212,317192,60,621,4,0.79,0,0
54,Male,33,Own,Single,922723,408975,60,775,2,0.44,0,0
37,Male,16,Mortgage,Divorced,740684,295484,36,607,4,0.4,0,0
57,Female,35,Mortgage,Single,785741,282218,36,797,6,0.36,0,1
58,Female,33,Rent,Married,967915,666969,60,731,2,0.69,0,1
46,Female,24,Own,Married,682119,515580,48,611,4,0.76,0,0
44,Male,20,Own,Married,794926,229736,36,665,4,0.29,0,1
59,Male,33,Mortgage,Married,698054,223375,48,663,4,0.32,0,0
41,Female,13,Rent,Single,556247,288973,60,601,1,0.52,0,0
50,Female,28,Rent,Married,716012,289053,36,671,2,0.4,0,0
67,Male,40,Mortgage,Married,996170,387081,24,744,4,0.39,0,0
68,Female,42,Rent,Married,1090138,265914,48,767,4,0.24,0,0
33,Male,6,Mortgage,Single,321739,206046,12,627,0,0.64,0,0
57,Male,31,Rent,Married,989371,357395,60,686,3,0.36,0,0
23,Female,0,Rent,Married,217564,129304,36,641,3,0.59,0,0
52,Female,28,Rent,Single,900491,387129,48,680,4,0.43,0,1
55,Male,27,Rent,Single,857802,351719,36,685,5,0.41,1,0
39,Female,16,Mortgage,Single,831042,167433,48,627,1,0.2,0,0
34,Female,7,Rent,Single,511283,177319,24,746,1,0.35,1,0
68,Male,43,Own,Divorced,866023,401761,48,770,2,0.46,0,1
42,Female,21,Own,Married,824282,561525,24,719,5,0.68,0,0
37,Male,13,Mortgage,Divorced,685224,189964,36,671,4,0.28,0,0
24,Male,1,Rent,Divorced,585555,316621,36,573,0,0.54,0,0
65,Female,40,Mortgage,Divorced,967906,663616,24,807,1,0.69,0,0
60,Male,33,Own,Married,1062558,624568,36,709,2,0.59,0,0
39,Male,15,Rent,Married,549777,234329,24,673,5,0.43,0,0
57,Male,34,Own,Single,691529,505887,48,754,2,0.73,0,0
22,Female,0,Rent,Married,306340,110309,36,523,1,0.36,0,1
35,Male,14,Rent,Married,575368,293032,48,634,2,0.51,0,0
22,Male,0,Rent,Single,314673,93451,36,623,5,0.3,0,0
31,Female,8,Mortgage,Married,613686,200425,36,676,0,0.33,0,0
65,Male,44,Own,Single,1099143,486898,36,696,3,0.44,0,0
43,Male,17,Rent,Married,566630,318880,48,689,2,0.56,0,0
30,Male,4,Own,Married,593110,436135,36,650,2,0.74,0,0
23,Male,0,Own,Married,452319,354584,36,665,4,0.78,0,0
25,Female,2,Mortgage,Single,489829,204936,60,735,4,0.42,0,0
23,Male,2,Own,Married,361076,225260,36,745,2,0.62,0,0
58,Male,34,Rent,Single,765786,517741,12,709,2,0.68,0,0
33,Male,12,Rent,Single,517547,244101,36,615,6,0.47,2,0
62,Female,40,Rent,Single,1130019,488045,36,797,1,0.43,0,0
39,Male,12,Rent,Married,512286,187008,12,716,3,0.37,0,0
60,Male,36,Rent,Married,864681,681282,60,741,7,0.79,0,0
55,Female,33,Rent,Single,916863,507414,60,716,5,0.55,0,0
44,Male,18,Mortgage,Single,713015,370920,48,702,1,0.52,0,0
44,Male,17,Rent,Married,841593,368954,36,739,3,0.44,0,0
37,Female,14,Own,Married,817789,475567,60,688,2,0.58,2,0
60,Female,33,Own,Single,776056,263344,48,699,0,0.34,0,0
30,Male,3,Rent,Married,479715,331488,60,636,3,0.69,0,0
22,Female,0,Mortgage,Married,372297,78146,48,647,3,0.21,0,1
64,Female,41,Mortgage,Married,982421,392119,24,769,2,0.4,0,0
43,Female,15,Rent,Single,454138,210092,12,756,3,0.46,0,0
26,Male,3,Rent,Married,395119,310228,36,671,1,0.79,0,0
22,Female,0,Rent,Married,584579,172406,12,588,3,0.29,0,1
41,Female,17,Rent,Married,721741,304150,60,700,3,0.42,0,1
55,Male,28,Rent,Divorced,603991,322698,12,702,5,0.53,0,1
69,Female,44,Rent,Single,1046952,715157,48,775,1,0.68,0,0
49,Male,25,Own,Divorced,913615,590419,48,678,3,0.65,0,0
27,Female,3,Rent,Single,486101,278172,36,711,3,0.57,0,0
49,Female,24,Own,Divorced,584417,388360,24,697,2,0.66,1,0
57,Male,33,Rent,Single,1008739,604177,60,724,3,0.6,1,1
43,Male,17,Mortgage,Single,655956,251654,36,631,4,0.38,0,0
53,Male,31,Mortgage,Married,1008660,376568,60,712,4,0.37,0,0
28,Male,3,Mortgage,Married,251400,71515,36,655,5,0.28,0,0
32,Male,7,Rent,Divorced,447856,185673,24,659,4,0.41,0,0
66,Male,39,Rent,Single,868125,382599,60,689,2,0.44,0,0
68,Female,40,Mortgage,Married,903650,322163,24,746,4,0.36,0,0
30,Female,8,Rent,Married,545173,155824,48,662,4,0.29,0,0
35,Male,10,Own,Married,506856,263115,36,608,6,0.52,3,0
44,Female,17,Mortgage,Married,512824,235727,24,680,7,0.46,0,0
46,Female,21,Rent,Divorced,547458,174636,24,749,4,0.32,0,0
67,Male,45,Rent,Married,690304,364123,36,742,4,0.53,0,0
62,Male,41,Rent,Married,780324,478704,24,715,1,0.61,0,0
59,Male,38,Own,Married,1221786,615695,12,715,3,0.5,0,0
23,Male,0,Rent,Single,456324,307414,36,729,2,0.67,0,0
22,Female,0,Own,Single,568742,178892,36,605,2,0.31,0,0
26,Male,0,Rent,Single,655735,224057,60,649,2,0.34,0,0
41,Female,20,Mortgage,Single,574932,128504,48,596,2,0.22,1,0
29,Female,7,Own,Married,626840,177949,36,656,6,0.28,0,0
30,Male,7,Rent,Divorced,272148,215283,12,613,2,0.79,0,0
56,Male,28,Own,Married,727133,176601,36,686,5,0.24,0,0
23,Female,0,Own,Married,431056,337958,36,660,4,0.78,0,0
61,Female,34,Rent,Married,1005027,280282,24,651,1,0.28,0,0
44,Male,19,Rent,Married,605508,213008,60,643,1,0.35,0,0
42,Female,15,Mortgage,Divorced,670150,442916,36,626,3,0.66,0,0
69,Female,45,Rent,Married,1109585,805656,36,779,6,0.73,0,0
34,Male,10,Own,Single,483445,279739,24,676,3,0.58,0,0
62,Male,40,Own,Married,814714,491384,36,766,3,0.6,0,0
65,Male,40,Own,Married,937869,458745,60,754,2,0.49,0,1
64,Male,41,Mortgage,Married,1215453,740340,36,817,3,0.61,0,1
47,Female,25,Mortgage,Married,1075566,302311,60,731,1,0.28,0,1
53,Male,29,Rent,Married,828114,225112,36,708,4,0.27,0,0
42,Male,16,Own,Single,642281,128774,36,678,3,0.2,0,0
49,Male,25,Rent,Married,612631,317164,24,663,1,0.52,0,0
39,Male,14,Rent,Single,637013,443017,60,752,3,0.7,0,0
39,Male,12,Rent,Married,686216,176923,24,733,3,0.26,0,0
26,Female,0,Mortgage,Divorced,511032,135483,24,680,9,0.27,1,1
65,Male,44,Rent,Married,1228091,928221,60,747,3,0.76,0,0
39,Male,14,Mortgage,Married,298422,88310,48,724,4,0.3,0,0
33,Male,7,Rent,Married,809865,514684,36,658,1,0.64,0,1
46,Male,20,Own,Married,677743,198632,48,717,3,0.29,0,0
42,Male,14,Own,Married,615383,306951,48,656,5,0.5,0,0
41,Female,16,Own,Married,640635,402907,60,667,1,0.63,1,0
56,Female,29,Rent,Divorced,815555,633755,12,735,3,0.78,0,0
22,Female,1,Rent,Single,285895,214791,60,625,2,0.75,1,0
67,Male,44,Own,Single,946390,230119,48,653,7,0.24,0,0
64,Female,42,Mortgage,Single,1228691,799641,60,750,6,0.65,0,1
50,Female,26,Own,Married,761797,578380,24,705,2,0.76,0,0
47,Female,19,Own,Married,690792,358497,48,713,4,0.52,1,0
27,Male,5,Mortgage,Married,344193,219462,48,649,4,0.64,0,0
40,Male,12,Mortgage,Married,726047,432052,24,676,6,0.6,0,0
51,Female,29,Mortgage,Married,1051276,615411,48,764,1,0.59,0,0
43,Female,19,Rent,Single,855627,372593,60,695,3,0.44,0,0
33,Female,12,Rent,Married,509137,204453,36,641,4,0.4,0,0
37,Male,13,Mortgage,Married,751762,178376,36,661,2,0.24,0,0
24,Male,0,Rent,Single,467267,125033,36,597,2,0.27,0,0
34,Female,13,Rent,Single,569064,201932,60,687,6,0.35,0,0
40,Male,12,Own,Single,616598,126539,48,653,1,0.21,0,0
33,Female,12,Own,Married,639362,163751,48,676,5,0.26,0,1
23,Male,0,Rent,Married,485031,324423,60,704,3,0.67,0,0
46,Female,19,Mortgage,Single,515123,347125,60,633,0,0.67,0,1
46,Male,23,Own,Married,702960,303094,24,685,1,0.43,0,0
38,Male,12,Own,Single,286566,180914,60,658,2,0.63,0,0
52,Male,27,Mortgage,Married,868942,532238,36,692,2,0.61,0,0
34,Female,6,Rent,Single,383774,134447,60,702,2,0.35,0,1
67,Male,44,Own,Married,1082850,322145,60,763,3,0.3,0,0
23,Female,2,Rent,Single,618933,186249,12,656,3,0.3,0,0
21,Male,0,Rent,Divorced,717584,388408,36,682,4,0.54,0,0
46,Female,20,Mortgage,Married,673759,186212,24,724,0,0.28,0,0
44,Male,19,Mortgage,Single,553440,125992,36,725,3,0.23,0,0
69,Male,45,Rent,Married,1383670,293693,60,726,4,0.21,2,0
55,Female,31,Mortgage,Single,912652,405869,12,662,3,0.44,0,0
34,Female,10,Rent,Married,543325,184679,48,645,4,0.34,3,0
23,Female,0,Own,Married,424036,279741,36,622,5,0.66,0,0
33,Male,5,Own,Single,454592,226659,36,628,3,0.5,1,0
67,Female,44,Own,Married,959190,664137,36,748,2,0.69,2,0
34,Female,10,Own,Married,678495,502864,12,731,3,0.74,0,1
41,Female,18,Rent,Divorced,819244,344748,24,735,4,0.42,1,0
46,Female,23,Rent,Single,838256,501428,36,650,3,0.6,1,0
23,Female,0,Rent,Married,270483,102539,36,718,2,0.38,0,0
60,Male,34,Mortgage,Single,1087586,330889,12,776,1,0.3,0,0
24,Male,1,Rent,Married,448241,336870,12,685,4,0.75,2,0
56,Female,34,Rent,Married,890595,692049,24,653,3,0.78,0,0
63,Female,35,Mortgage,Married,685580,284814,36,701,3,0.42,0,0
21,Female,0,Rent,Divorced,347863,213932,24,652,4,0.61,0,0
60,Male,39,Mortgage,Single,997201,261530,36,782,2,0.26,0,0
67,Female,45,Mortgage,Single,1221895,419894,48,773,1,0.34,0,0
53,Female,32,Own,Married,928964,621689,24,707,2,0.67,0,0
27,Male,5,Mortgage,Married,559628,252110,36,676,3,0.45,0,0
31,Male,8,Rent,Married,357535,221557,24,617,4,0.62,0,0
47,Female,26,Rent,Divorced,730390,236088,60,736,3,0.32,0,1
34,Male,8,Rent,Married,635416,495983,60,640,5,0.78,0,0
42,Male,18,Rent,Married,558704,290688,48,686,3,0.52,0,0
36,Male,14,Own,Married,797936,261385,48,750,0,0.33,0,0
66,Male,45,Mortgage,Married,928807,288820,36,651,3,0.31,0,0
32,Male,8,Own,Married,471117,96312,12,724,4,0.2,0,0
69,Female,44,Rent,Married,695418,386954,48,742,3,0.56,0,0
66,Male,39,Mortgage,Single,1060930,818104,36,703,2,0.77,0,0
30,Female,7,Own,Married,494785,388588,48,678,2,0.79,0,0
44,Male,22,Mortgage,Divorced,720056,145379,60,759,2,0.2,0,1
66,Female,44,Mortgage,Married,1008075,748651,24,739,3,0.74,0,0
38,Male,12,Mortgage,Divorced,574733,238151,60,595,3,0.41,0,0
42,Female,16,Own,Divorced,609379,376970,24,728,3,0.62,0,0
29,Male,4,Own,Married,456385,354868,24,594,3,0.78,0,0
37,Male,16,Rent,Single,770321,477274,60,671,3,0.62,0,1
58,Male,36,Mortgage,Single,814286,389515,48,704,4,0.48,0,0
60,Female,38,Own,Married,566569,286495,60,689,1,0.51,0,0
33,Male,6,Mortgage,Single,509430,299088,36,657,6,0.59,0,0
57,Female,35,Mortgage,Married,526258,259847,24,715,1,0.49,0,0
26,Male,0,Rent,Married,531788,352772,36,617,2,0.66,0,0
41,Male,14,Mortgage,Married,496885,107397,24,760,6,0.22,0,0
56,Male,34,Own,Single,983513,509939,36,735,5,0.52,0,0
27,Female,2,Mortgage,Married,458344,184354,36,672,3,0.4,0,0
56,Male,29,Own,Married,1060875,656475,60,702,1,0.62,0,0
45,Male,22,Mortgage,Single,792641,584627,12,684,6,0.74,0,0
31,Female,9,Rent,Single,486832,161284,60,616,2,0.33,0,0
64,Male,39,Rent,Married,858127,411017,12,730,1,0.48,0,1
34,Female,10,Mortgage,Married,562192,120666,36,759,2,0.21,0,0
